Product,Price,Link,Rating,Brand,Age Range,Ingredients,Sales
"Wellness Natural Pet Food Complete Health Natural Dry Small Breed Healthy Weight Dog Food, Turkey & Rice,4 Pound (Pack of 1)",$19.98,https://www.amazon.com/Wellness-Complete-Natural-Healthy-Food/dp/B0051ZCSB8/ref=sr_1_162?dib=eyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8&dib_tag=se&keywords=pet+food&qid=1733033660&sr=8-162,4.6 out of 5 stars,Wellness,Adult,"Deboned Turkey, Chicken Meal, Salmon Meal, Oatmeal, Rice, Barley, Ground Brown Rice, Oats, Tomato Pomace, Ground Flaxseed, Chicken Fat (preserved with Mixed Tocopherols),Tomatoes, Pea Fiber, Salmon Oil, Natural Chicken Flavor, Carrots, Spinach, Potassium Chloride, Sweet Potatoes, Blueberries, Apples, Choline Chloride, Mixed Tocopherols added to preserve freshness, L-Carnitine, Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate, Chicory Root Extract, Yucca Schidigera Extract, Taurine, Zinc Proteinate, Zinc Sulfate, Calcium Carbonate, Niacin, Ferrous Sulfate, Iron Proteinate, Vitamin A Supplement, Glucosamine Hydrochloride, Chondroitin Sulfate, Ascorbic Acid (Vitamin C), Copper Sulfate, Thiamine Mononitrate, Copper Proteinate, Manganese Proteinate, Manganese Sulfate, d-Calcium Pantothenate, Sodium Selenite, Pyridoxine Hydrochloride, Riboflavin, Vitamin D3 Supplement, Biotin, Calcium Iodate, Vitamin B12 Supplement, Folic Acid, Dried Lactobacillus plantarum Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Rosemary Extract, Green Tea Extract, Spearmint Extract. This is a naturally preserved product.",1K+ bought in past month
"JustFoodForDogs Frozen Fresh Healthy Weight Dog Food, Complete Meal or Dog Food Topper, Fish & Sweet Potato and Venison & Squash, Human Grade Dog Food Recpie, 18 oz (Pack of 7)",$92.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMjgyNDUzODQyOTExNzIwOjE3MzMwMzM2NjA6c3BfbXRmOjMwMDIzNjYxMzM5NjgwMjo6MDo6&url=%2FJustFoodForDogs-Frozen-Healthy-Weight-Variety%2Fdp%2FB0BHL96WY6%2Fref%3Dsr_1_163_sspa%3Fdib%3DeyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733033660%26rdc%3D1%26sr%3D8-163-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,3.9 out of 5 stars,JustFoodForDogs,Age Range unavailable,Ingredients unavailable,Sales unavailable
"Wellness Natural Pet Food 95% Chicken Natural Wet Grain Free Canned Dog Food, 13.2-Ounce Can (Pack of 12)",$48.96,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMjgyNDUzODQyOTExNzIwOjE3MzMwMzM2NjA6c3BfbXRmOjMwMDI5MDczMzkxOTIwMjo6MDo6&url=%2FWellness-Chicken-Natural-Food-13-2-Ounce%2Fdp%2FB000WFSKK0%2Fref%3Dsr_1_164_sspa%3Fdib%3DeyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733033660%26sr%3D8-164-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.5 out of 5 stars,Wellness,Adult,"Chicken, Water Sufficient For Processing, Natural Flavor, Cassia Gum, Carrageenan.",600+ bought in past month
"A Strong Heart Canned Wet Cat Food, Tuna Dinner in Gravy - 3 oz Cans (Pack of 24), Made in The USA with Real Tuna",$19.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMjgyNDUzODQyOTExNzIwOjE3MzMwMzM2NjA6c3BfbXRmOjMwMDE3NjU4NTA0NzgwMjo6MDo6&url=%2FStrong-Heart-Canned-Dinner-Gravy%2Fdp%2FB0CWLTZC39%2Fref%3Dsr_1_165_sspa%3Fdib%3DeyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733033660%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,3.7 out of 5 stars,Strongheart,All Life Stages,"FISH BROTH, TUNA, ANIMAL LIVER, CHICKEN, WHEAT GLUTEN, MEAT BY-PRODUCTS, POTATO STARCH, NATURAL FLAVORS, GUAR GUM, SOY PROTEIN CONCENTRATE, ADDED COLOR, CORN STARCH, POTASSIUM CHLORIDE, SALT, SODIUM PHOSPHATE, CHOLINE CHLORIDE, VITAMINS (THIAMINE MONONITRATE ,VITAMIN E SUPPLEMENT, NIACIN SUPPLEMENT, d-CALCIUM PANTOTHENATE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN SUPPLEMENT, VITAMIN A SUPPLEMENT, BIOTIN, VITAMIN D3 SUPPLEMENT, VITAMIN B12 SUPPLEMENT, FOLIC ACID), CALCIUM CARBONATE, TAURINE, MINERALS (FERROUS SULFATE, ZINC OXIDE, COPPER PROTEINATE, SODIUM SELENITE, MANGANESE SULFATE, POTASSIUM IODIDE), MAGNESIUM SULFATE, NATURAL GRILLED FLAVOR.",100+ bought in past month
"Muenster Adult Dry Dog Food, Small Breed - 4lb Bag Ancient Grain w/Ocean Fish - Little Bites – Gluten Free, Non-GMO High Protein Dog Food - Soft & Healthy Digestive Dog Kibble",$19.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyMjgyNDUzODQyOTExNzIwOjE3MzMwMzM2NjA6c3BfbXRmOjMwMDIxNDc3MDQyNDQwMjo6MDo6&url=%2FMuenster-Milling-Co-Ancient-Oceanfish%2Fdp%2FB09FRG6F78%2Fref%3Dsr_1_166_sspa%3Fdib%3DeyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8%26dib_tag%3Dse%26keywords%3Dpet%2Bfood%26qid%3D1733033660%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DAKLIW5WM55RT0,4.5 out of 5 stars,Muenster,All Life Stages,Ingredients unavailable,100+ bought in past month
"Nature's Recipe Wet Dog Food, Chicken & Wild Salmon in Broth Recipe, 2.75 Ounce Cup (Pack of 12)",$8.10,https://www.amazon.com/Natures-Recipe-Chicken-Salmon-Broth/dp/B077LMQSKQ/ref=sr_1_167?dib=eyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8&dib_tag=se&keywords=pet+food&qid=1733033660&sr=8-167,4.6 out of 5 stars,,,"Chicken, Chicken Broth, Pumpkin, Salmon, Brown Rice, Canola Oil (Preserved with Mixed Tocopherols), Tomato Puree, Salt, Tricalcium Phosphate, Potato Starch, Vitamins (Vitamin E Supplement, Vitamin A Supplement, Niacin Supplement,thiamine Mononitrate, D-calcium Pantothenate, Riboflavin Supplement, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid, Biotin, Beta Carotene), Potassium Chloride, Guar Gum, Calcium Sulfate, Minerals (Zinc Amino Acid Complex, Ferrous Glycine Complex, Copper Amino Acid Complex, Manganese Amino Acid Complex, Potassium Iodide, Sodium Selenite), Choline Chloride, Natural Flavor, Carrageenan, Magnesium Sulfate, Beta-carotene (Color), Rosemary Extract",3K+ bought in past month
"Purina ONE True Instinct Classic Ground Grain-Free Formulas With Real Turkey and Venison, and With Real Chicken and Duck High Protein Wet Dog Food Variety Pack - (Pack of 6) 13 oz. Cans",$13.98,https://www.amazon.com/Purina-Smartblend-Instinct-Classic-Grain-Free/dp/B01MG69LJU/ref=sr_1_168?dib=eyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8&dib_tag=se&keywords=pet+food&qid=1733033660&sr=8-168,4.5 out of 5 stars,Purina ONE,Adult,"Turkey & Venison: Turkey, Turkey Broth, Chicken, Pork Lungs, Liver, Venison, Carrageenan, Guar Gum, Salt, MINERALS (Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide, Sodium Selenite), Locust Bean Gum, Choline Chloride, VITAMINS [Vitamin E Supplement, Thiamine Mononitrate (Vitamin B-1), Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Pyridoxine Hydrochloride (Vitamin B-6), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Vitamin A Supplement, Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7)]. E421821; Chicken & Duck: Chicken, Chicken Broth, Pork Lungs, Liver, Duck, MINERALS (Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide, Sodium Selenite), Carrageenan, Guar Gum, Salt, Locust Bean Gum, Choline Chloride, VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Thiamine Mononitrate (Vitamin B-1), Calcium Pantothenate (Vitamin B-5), Pyridoxine Hydrochloride (Vitamin B-6), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Vitamin A Supplement, Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7)]. E421721",3K+ bought in past month
"Vital Essentials Freeze Dried Raw Single Ingredient Dog Treats, Chicken Hearts, 1.9 oz",$8.39,https://www.amazon.com/Vital-Essentials-Freeze-Treats-Chicken/dp/B0BWBTWXN3/ref=sr_1_169?dib=eyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8&dib_tag=se&keywords=pet+food&qid=1733033660&sr=8-169,4.6 out of 5 stars,Vital Essentials,All Life Stages,"All-Natural, Grain-Free, Gluten-Free, Limited-Ingredients, Protein-Rich",8K+ bought in past month
"Dave's Pet Food Bland Diet Dog Food (Chicken & Rice), Easy to Digest, Gluten-Free Canned Wet Dog Food for Sensitive Stomach, Dave's Dog Food, 13.2 Ounce (Pack of 12)",$37.99,https://www.amazon.com/Daves-Pet-Food-Restricted-Delicate/dp/B07VD3T9MB/ref=sr_1_170?dib=eyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8&dib_tag=se&keywords=pet+food&qid=1733033660&sr=8-170,4.5 out of 5 stars,Dave's Pet Food,Adult,"Chicken, Water Sufficient for Processing, Brewers Rice, Guar Gum, Potassium Chloride, Minerals (Calcium Carbonate, Zinc Sulfate, Zinc Proteinate, Ferrous Sulfate, Iron Proteinate, Manganese Sulfate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Sodium Selelnite, Potassium Iodide, Cobalt Proteinate), Natural Flavor, Salt, Carrageenan, Choline Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, L-Ascorbyl-2-Polyphosphate, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement)",800+ bought in past month
"Instinct Original Grain Free Real Chicken Recipe Natural Wet Canned Cat Food, 5.5 Ounce (Pack of 12)",$22.60,https://www.amazon.com/Instinct-Original-Chicken-Natural-NatureS/dp/B005HUVYBW/ref=sr_1_171?dib=eyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8&dib_tag=se&keywords=pet+food&qid=1733033660&sr=8-171,4.0 out of 5 stars,Instinct,All Life Stages,"Chicken, Chicken Broth, Chicken Liver, Egg Product, Dicalcium Phosphate, Turkey, Peas, Carrots, Pumpkin, Tomato, Kale, Cabbage, Ground Flaxseed, Tuna Fish Oil, Guar Gum, Broccoli, Potassium Chloride, Cranberries, Blueberries, Salt, Parsley, Taurine, Minerals (Zinc Proteinate, Magnesium Proteinate, Copper Proteinate, Manganese Proteinate, Iron Proteinate), Choline Chloride, Vitamins (L-Ascorbyl-2-Polyphosphate, Vitamin E Supplement, Thiamine Mononitrate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin D Supplement, Folic Acid, Vitamin B12 Supplement).",1K+ bought in past month
"9Lives Plus Care Dry Cat Food, 12 lb. Bag",$11.95,https://www.amazon.com/Lives-Plus-Care-Dry-Food/dp/B00MGQOLEM/ref=sr_1_172?dib=eyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8&dib_tag=se&keywords=pet+food&qid=1733033660&sr=8-172,4.6 out of 5 stars,9Lives,Senior,"Whole Ground Corn, Corn Gluten Meal, Poultry By-Product Meal, Whole Wheat, Animal Digest, Animal Fat (Preserved with Mixed Tocopherols), Meat and Bone Meal, Phosphoric Acid, Calcium Carbonate, Salt, Potassium Chloride, Yeast Culture, Titanium Dioxide, Tuna Meal, Choline Chloride, Taurine, Minerals (Zinc Oxide, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), L-Lysine, Vitamins (Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Thiamine Mononitrate, Riboflavin Supplement, Vitamin A Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Folic Acid, Biotin, Vitamin B12 Supplement, Vitamin D3 Supplement), Egg Product, DL-Methionine, Yellow 5, Red 40, Yellow 6, BHA (Used as a Preservative), Natural and Artificial Flavor (Source of Grilled Flavor), Blue 1, Rosemary Extract.",4K+ bought in past month
"Hill's Science Diet Urinary Hairball Control, Adult 1-6, Urinary Track Health & Hairball Control Support, Wet Cat Food, Chicken Minced, 5.5 oz Can, Case of 24",$64.55,https://www.amazon.com/Science-Diet-Urinary-Hairball-Control/dp/B01IRB054O/ref=sr_1_173?dib=eyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8&dib_tag=se&keywords=pet+food&qid=1733033660&sr=8-173,4.5 out of 5 stars,Hill's,Adult 1-6,"Water, Chicken, Turkey Giblets, Pork By-Products, Pork Liver, Powdered Cellulose, Corn Starch, Rice, Soybean Meal, Dried Beet Pulp, Chicken Liver Flavor, Natural Flavor, Fish Meal, Guar Gum, Brewers Dried Yeast, L-Tryptophan, Monosodium Phosphate, Potassium Citrate, Calcium Carbonate, Fish Oil, Choline Chloride, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Biotin, Menadione Sodium Bisulfite Complex (source of Vitamin K), Folic Acid, Vitamin D3 Supplement), L-Lysine, Taurine, L-Carnitine, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Beta-Carotene.",1K+ bought in past month
"Purina ONE Classic Ground Chicken and Brown Rice, and Beef and Brown Rice Entrees Wet Dog Food Variety Pack - (Pack of 6) 13 oz. Cans",$11.70,https://www.amazon.com/Purina-Smartblend-Natural-Classic-Variety/dp/B073PC2VH8/ref=sr_1_174?dib=eyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8&dib_tag=se&keywords=pet+food&qid=1733033660&sr=8-174,4.6 out of 5 stars,Purina ONE,Adult,"Chicken & Brown Rice: Chicken, Chicken Broth, Liver, Pork Lungs, Brown Rice, Oat Meal, Carrots, Spinach, Egg Product, MINERALS (Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide, Sodium Selenite), Carrageenan, Guar Gum, Salt, Locust Bean Gum, VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Thiamine Mononitrate (Vitamin B-1), Calcium Pantothenate (Vitamin B-5), Pyridoxine Hydrochloride (Vitamin B-6), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Vitamin A Supplement, Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7)]. H422121; Beef & Brown Rice: Beef, Chicken, Beef Broth, Liver, Pork Lungs, Brown Rice, Oat Meal, Carrots, Spinach, Egg Product, MINERALS (Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide, Sodium Selenite), Carrageenan, Guar Gum, Salt, Choline Chloride, Locust Bean Gum, Tricalcium Phosphate, VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Thiamine Mononitrate (Vitamin B-1), Calcium Pantothenate (Vitamin B-5), Pyridoxine Hydrochloride (Vitamin B-6), Vitamin B-12 Supplement, Riboflavin Supplement (Vitamin B-2), Vitamin A Supplement, Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7)]. H422021",8K+ bought in past month
"Canidae All Life Stages Multi-Protein Recipe with Chicken, Turkey, Lamb, and Fish – High Protein Premium Dry Dog Food for All Ages, Breeds, and Sizes– 40 lbs.",$64.99,https://www.amazon.com/Canidae-Stages-Multi-Protein-Recipe-Chicken/dp/B0D2Z1PDGV/ref=sr_1_175?dib=eyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8&dib_tag=se&keywords=pet+food&qid=1733033660&sr=8-175,4.5 out of 5 stars,CANIDAE,All Life Stages,"Chicken, oatmeal, barley, whole grain sorghum, millet, peas, chicken meal (source of glucosamine and chondroitin sulfate), flaxseed, turkey meal (source of glucosamine and chondroitin sulfate), lamb meal (source of glucosamine and chondroitin sulfate), fish meal (source of glucosamine and chondroitin sulfate), rice bran, chicken fat, dried yeast, salmon oil, natural flavor, threonine, salt, potassium chloride, choline chloride, taurine, tryptophan, DL-Methionine, vitamin E supplement, zinc proteinate, zinc sulfate, ferrous sulfate, L-ascorbyl-2-polyphosphate, iron proteinate, niacin supplement, mixed tocopherols (a preservative), copper sulfate, vitamin A supplement, copper proteinate, sodium selenite, manganese sulfate, manganese proteinate, thiamine mononitrate, d-calcium pantothenate, riboflavin supplement, pyridoxine hydrochloride, dried Lactobacillus acidophilus fermentation product, vitamin B12 supplement, calcium iodate, folic acid, vitamin D3 supplement, biotin, dried Lactobacillus casei fermentation product, dried Lactobacillus plantarum fermentation product, green tea extract, rosemary extract.",2K+ bought in past month
"JustFoodForDogs Pantry Fresh Wet Dog Food, Complete Meal or Dog Food Topper, Chicken & White Rice Human Grade Dog Food Recipe - 12.5 oz (Pack of 6)",$44.99,https://www.amazon.com/JustFoodForDogs-Pantry-Quality-Ingredients-Natural/dp/B07FPFXL3N/ref=sr_1_176?dib=eyJ2IjoiMSJ9.UinpMrxYS9nipPFhNOqEReJeG5_IIy9s4O8uAZuSOoagexVWEOwYJGEzATYqNMP3RFd8zmAVH4VFCpzlZPya_qMme66pbf7Qcm__9yUSySFn6LMoP4sYwYmU0JpNLYVWGrohgVtikodJYOXxvzECxXzDReokWR2pcxl9naoqyJT1U-hnK_wfx76csEKb-SSZ_38tfMU_dHh0dtnhzGs9PglN-PrLtkQ5pufkP3zVvHhp3bR8MYBG-XyMQYhcHzdyL9lh9fCnLda6c6-3FG_kgwcm4mQPL6zAh7E8MZzwY3w.wf7z02SDZyyplzvMZBxRBH_wwXweO1ZvG8ku_SzJZ-8&dib_tag=se&keywords=pet+food&qid=1733033660&sr=8-176,4.2 out of 5 stars,JustFoodForDogs,All Life Stages,"Chicken breast, chicken thighs, long-grain white rice, carrots, spinach, apples, Sunflower oil, rice starch, cod liver oil, JustFoodForDogs Nutrient Blend",2K+ bought in past month
